37#26|Cheap Wall|0|
37#27|Cheap Wall|0|
37#28|Cheap Wall|0|
37#29|Cheap Wall|0|
38#7|l|0|
38#13|Landfill|0|
38#21|Cheap Wall|0|
38#26|Cheap Wall|0|
39#6|l|0|
39#7|w|0|
39#8|l|0|
39#12|Landfill|0|
39#13|Landfill|0|
39#14|Landfill|0|
39#18|Cheap Wall|0|
39#19|Cheap Wall|0|
39#20|Cheap Wall|0|
39#21|Cheap Wall|0|
39#27|Cheap Wall|0|
40#7|l|0|
40#12|Landfill|0|
40#13|Landfill|0|
40#14|Landfill|0|
40#26|Cheap Wall|0|
41#12|Landfill|0|
41#13|Landfill|0|
41#14|Landfill|0|
41#17|Cheap Wall|0|
41#18|Cheap Wall|0|
41#19|Cheap Wall|0|
41#20|Cheap Wall|0|
41#21|Cheap Wall|0|
41#26|Cheap Wall|0|
41#27|Cheap Wall|0|
41#28|Cheap Wall|0|
41#29|Cheap Wall|0|
42#12|Landfill|0|
42#13|Landfill|0|
42#14|Landfill|0|
42#15|Landfill|0|
42#17|Cheap Wall|0|
42#18||1|
42#19|Cheap Wall|0|
42#20||1|
42#21|Cheap Wall|0|
43#12|Landfill|0|
43#13|Landfill|0|
43#14|Landfill|0|
43#15|Landfill|0|
43#18|Cheap Wall|0|
43#20|Cheap Wall|0|
43#25|Cheap Wall|0|
43#26|Cheap Wall|0|
43#27|Cheap Wall|0|
43#28|Cheap Wall|0|
43#29|Cheap Wall|0|
44#6|l|0|
44#13|Landfill|0|
44#14|Landfill|0|
44#15|Landfill|0|
44#25|Cheap Wall|0|
44#26||1|
44#27|Cheap Wall|0|
45#5|l|0|
45#6|w|0|
45#7|l|0|
45#13|Landfill|0|
45#14|Landfill|0|
45#18|Cheap Wall|0|
45#19|Cheap Wall|0|
45#20|Cheap Wall|0|
45#21|Cheap Wall|0|
45#25|Cheap Wall|0|
45#26|Cheap Wall|0|
45#28|Cheap Wall|0|
45#29|Cheap Wall|0|
46#6|l|0|
46#13|Landfill|0|
46#14|Landfill|0|
46#18|Cheap Wall|0|
46#19||1|
46#20|Cheap Wall|0|
47#18|Cheap Wall|0|
47#19|Cheap Wall|0|
47#20|Cheap Wall|0|
47#21|Cheap Wall|0|
47#25|Cheap Wall|0|
47#26|Cheap Wall|0|
47#27|Cheap Wall|0|
47#28|Cheap Wall|0|
47#29|Cheap Wall|0|
48#6|s|0|
48#25|Cheap Wall|0|
48#26||1|
48#27||1|
48#28||1|
48#29|Cheap Wall|0|
49#5|i|0|
49#6|s|0|
49#7|s|0|
49#26|Cheap Wall|0|
49#27|Cheap Wall|0|
49#28|Cheap Wall|0|
50#5|s|0|
50#6|s|0|
51#25|Cheap Wall|0|
51#27|Cheap Wall|0|
51#28|Cheap Wall|0|
51#29|Cheap Wall|0|
55#32|Stone Wall|0|
55#34|Stone Wall|0|
55#35|Stone Wall|0|
56#32|Stone Wall|0|
56#34|Wooden Floor|0|
56#35|Wooden Floor|0|
56#36|Stone Wall|0|
57#32|Stone Wall|0|
57#33|Wooden Floor|0|
57#34|Lantern|0|
57#35|Wooden Floor|0|
57#36|Stone Wall|0|
58#32|Glass|0|
58#33|Wooden Floor|0|
58#34|Wooden Floor|0|
58#35|Wooden Floor|0|
58#36|Wooden Door|0|
59#3|i|0|
59#4|s|0|
59#33|Glass|0|
59#34|Glass|0|
59#35|Stone Wall|0|
59#36|Stone Wall|0|
60#2|s|0|
60#3|s|0|
60#4|s|0|
61#2|s|0|
61#3|s|0|
63#2|l|0|
64#1|l|0|
64#2|w|0|
64#3|l|0|
65#2|l|0|
66#28|Stone Wall|0|
66#29|Stone Wall|0|
66#30|Stone Wall|0|
66#31|Stone Wall|0|
66#32|Stone Wall|0|
67#28|Stone Wall|0|
67#31|Wooden Floor|0|
67#32|Stone Wall|0|
68#29|Wooden Floor|0|
68#30|Lantern|0|
68#32|Stone Wall|0|
68#46|s|0|
68#47|i|0|
69#27|l|0|
69#30|Wooden Floor|0|
69#32|Wooden Door|0|
69#46|i|0|
69#47|s|0|
69#48|s|0|
70#26|l|0|
70#27|w|0|
70#28|l|0|
70#29|Glass|0|
70#31|Stone Wall|0|
70#32|Stone Wall|0|
70#47|s|0|
71#27|l|0|
75#26|l|0|
76#25|l|0|
76#26|w|0|
76#27|l|0|
77#26|l|0|
